,0
0,6.0917749432818145
1,5.345928487299237
2,5.3388240034463195
3,5.443881486059162
4,5.4508393366181815
5,5.457377314154901
6,5.434136141409715
7,5.455215367047221
8,5.466500682773234
9,5.477785998499248
10,5.450008188258558
11,5.436776307760002
12,5.430324886360906
13,5.480527764860417
14,5.48447301361999
15,5.472704729304388
16,5.450649528032726
17,5.428594326761067
18,5.432088000022964
19,5.430638504330145
20,5.429813185740714
21,5.431554283657355
22,5.43187750203671
23,5.487021487785355
24,5.48924463856424
25,5.485803480634597
26,5.5082308870528385
27,5.530658293471078
28,5.540327075065235
29,5.543424460107342
30,5.5426924037853125
31,5.596379621756251
32,5.622936922180717
33,5.649494222605183
34,5.693186917202145
35,5.706566451500444
36,5.751063580295706
37,5.764603190135555
38,5.827197549733373
39,5.916240661120015
40,5.895800045739171
41,5.897135835031366
42,5.929747959164591
43,5.984595049859938
44,6.090924155312309
45,6.089932771974354
46,5.978931954720223
47,5.9311095384322945
48,5.8908597315511475
49,5.891937292933182
50,5.890966397336841
51,5.903383725102561
52,5.8168138980055915
53,5.867883293697622
54,5.813428893448662
55,5.758991322126672
56,5.731648083939601
57,5.704304845752532
58,5.704255236626428
59,5.705902885999013
60,5.75587229021268
61,5.7067109024414835
62,5.678759431043856
63,5.65080795964623
64,5.698667647650191
65,5.650560060047174
66,5.65327250235633
67,5.656105928162548
68,5.652980629846649
69,5.649855331530749
70,5.649294865709906
71,5.676775559205935
72,5.7042562527019625
73,5.721015816271805
74,5.737775379841646
75,5.758812244257014
76,5.74027017597554
77,5.705181495066391
78,5.752694151329411
79,5.763789789077818
80,5.771562120559381
81,5.769038266028249
82,5.840236565603967
83,5.815427452136061
84,5.874868321787151
85,5.894897889081152
86,5.947221759170602
87,5.932555519953133
88,5.988067511406759
89,6.090033196423953
