,0
0,0.999999999909413
1,1.0000000000893583
2,0.9999999998028788
3,42.26103162738658
4,0.9999999997584366
5,84.56963813608277
6,0.9999999998017682
7,122.35488250447553
8,0.9999999997977023
9,155.18038861859506
10,1.00000000007884
11,185.33039711904968
12,1.0000000002080283
13,215.85403349898502
14,0.9999999999866583
15,244.47793793098575
16,1.0000000000344762
17,274.89991746150855
18,1.0000000000195177
19,306.4468592466917
20,1.0000000000604718
21,340.0515463456995
22,1.0000000000166407
23,370.0644032794735
24,1.0000000000460523
25,402.8639737972307
26,1.0000000001155067
27,434.9432730115594
28,1.000000000123806
29,462.3132228914472
30,1.0000000001330795
31,487.30087926188094
32,1.0000000001402647
33,510.5687941853968
34,1.0000000000714797
35,533.0000000000707
36,26.258755998157483
37,1.000000000163409
38,25.41615995272554
39,41.75135973419598
40,21.915963244608438
41,83.15206177738374
42,24.12213863922542
43,119.5459760291891
44,26.029471456710073
45,152.45819416208258
46,29.4221316909585
47,182.97308505070012
48,32.44175473796313
49,213.2134957113904
50,30.004705042226245
51,243.60730265610545
52,32.763793314146376
53,274.34547455147197
54,33.839378074259365
55,304.0633316411326
56,33.91076272334359
57,336.57485502174137
58,33.38090365657491
59,367.96416429173
60,36.6207554743868
61,399.81790665539285
62,39.50927980432904
63,431.9109139241505
64,37.37633944148636
65,463.47226943296977
66,36.14357618745268
67,488.13757732971567
68,35.49517692406809
69,510.97587450317303
70,35.312210214907225
71,533.0000000001434
72,53.15728984655174
73,1.000000000132567
74,52.41830088962245
75,40.60984465736143
76,50.23589433795284
77,79.92184867560184
78,50.490703086491024
79,117.75313687344232
80,52.86253021990198
81,150.01269975566834
82,55.8317589244873
83,180.5678526666915
84,58.156553049129926
85,210.49012284730915
86,59.50196844068306
87,239.90477003282263
88,62.024705543659344
89,271.6359593831156
90,64.89875895985793
91,301.98009697221124
92,67.23581985264231
93,333.9699111315007
94,69.51646459291287
95,365.2677223746346
96,72.33902973132719
97,397.2738466058929
98,74.61443266770833
99,429.64543562085134
100,71.7529594226344
101,460.8210368380961
102,70.29628269660815
103,487.73269346034175
104,69.53746423542098
105,512.1751853854515
106,69.26834855099577
107,533.0000000001521
108,81.4939715829201
109,1.000000000106989
110,80.82496076133975
111,39.75814371230873
112,78.51977430384979
113,76.80565685317183
114,80.90694405315357
115,114.88409555002158
116,83.42268679484842
117,147.67898620797646
118,85.83245687806459
119,177.94005166499687
120,88.13238440943597
121,208.54636965705618
122,90.77212374416082
123,238.7084244179755
124,93.19549229169859
125,268.67980678412937
126,95.63169798939532
127,300.1172400468458
128,98.45974142938115
129,331.83363097056076
130,101.32573518673004
131,363.4254250037853
132,104.03822899884325
133,395.14278066921895
134,106.2790412171718
135,427.26363277517356
136,105.13228856623181
137,458.07533329140665
138,103.86648327746397
139,485.90543250467977
140,102.97759952075013
141,509.93794124060435
142,102.70076031505978
143,533.0000000001203
144,111.13261661799423
145,1.0000000001052551
146,110.82370297270747
147,40.57097355632364
148,110.13920301989697
