,0
0,0.9999999998399395
1,1.00000000015989
2,0.9999999995923708
3,35.05918981751072
4,0.9999999995883234
5,70.13508593985671
6,0.9999999979916434
7,105.19276646361268
8,1.0000000020148867
9,133.03395615563684
10,0.9999999999131838
11,165.018351053163
12,1.0000000000897684
13,198.00884343389578
14,1.0000000003708125
15,228.35684049157058
16,0.9999999998429913
17,259.3981328222393
18,0.9999999966111491
19,289.4840563518951
20,0.9999999982469353
21,320.5353705256761
22,1.000000004355021
23,353.24468797866547
24,1.000000000728319
25,389.19190509133125
26,1.0000000005745229
27,423.4415760365253
28,1.0000000007945815
29,451.49343507138633
30,1.0000000006438838
31,471.0000000000662
32,23.766680115056648
33,1.0000000002325513
34,21.197475229153955
35,34.55191769226939
36,22.718775302168996
37,67.88981173949388
38,25.40547628857735
39,101.33847979541993
40,28.77136789316298
41,132.44662617245356
42,30.88056872552648
43,163.62375305945585
44,33.37929065732161
45,194.39623054784792
46,37.035650702665855
47,225.4941552799799
48,31.1771828243486
49,256.27200610776566
50,24.24463722439847
51,285.3371003686866
52,28.722024434040517
53,317.1023174500371
54,32.43138451559045
55,351.6400153103866
56,36.08393182190041
57,385.52235970936624
58,38.33510334666647
59,413.8836639226181
60,39.85678741651962
61,441.23941778235826
62,40.35959425195617
63,471.00000000122674
64,51.660843030704214
65,1.0000000001088172
66,50.54290692670936
67,33.87505463446314
68,51.93370955953705
69,66.54086493971835
70,55.37141487486158
71,98.95406900723279
72,58.42376766403022
73,130.09680509351392
74,61.603580622907295
75,160.391551501346
76,63.64422562760479
77,191.51553953676563
78,65.60501923105525
79,222.3480599845647
80,64.2479658421557
81,253.12577186866866
82,63.244279620050975
83,282.1314977682192
84,65.13996245264647
85,313.66640669075474
86,68.87451993057184
87,348.1449124581349
88,69.98741084143639
89,381.19039338925523
90,69.57627376586798
91,410.63876717689476
92,68.7877163647087
93,439.12644720164735
94,66.11599336935537
95,470.99999999948307
96,81.78612341418702
97,1.0000000000604168
98,81.80774925828572
99,33.26467813306865
100,82.77257756435553
101,65.39428831139409
102,85.13289838432755
103,96.98780356911242
104,88.38321718195205
105,127.24783957972475
106,91.2545435515226
107,157.24641837646524
108,94.19424094590887
109,188.4375081527836
110,97.19431852463417
111,219.12514321678577
112,98.063490681564
113,249.84262470358001
114,99.32388300197101
115,279.0032894779477
116,101.69248853140365
117,310.91210226808863
118,103.74503251448476
119,343.4484402810546
120,105.03001169344569
121,377.09081062742183
122,103.84547874464435
123,409.34224679315713
124,102.2897459671283
125,439.76363347167774
126,101.31357721824492
127,471.000000000086
128,111.86824394284876
129,1.0000000000549922
130,112.13139360934039
131,32.78908235859246
132,112.09757180058716
133,64.63740021288045
134,115.22418857699513
135,95.15750228255193
136,118.37058869018546
137,124.22805489879543
138,121.58335761203269
139,154.76038840064965
140,124.8965337637205
141,185.24102873170247
142,128.324765431176
143,216.0094128370458
144,131.4958687624753
145,246.38040741821567
146,134.56952565082992
147,276.270067457628
148,136.2966908413139
149,305.5513743265672
150,136.80290352416927
151,340.2568745831381
152,137.26581179806766
153,374.0938056736227
154,136.97811544048736
155,408.84469464812156
156,135.21347721458383
157,439.5875659934757
158,134.56273675128136
159,471.00000000003473
160,141.42518432871512
161,1.0000000000552622
162,142.7513779175294
163,32.25437705429655
164,143.93118168361605
165,63.42024190700881
166,147.28205136196567
167,93.64133026772242
168,150.3636003041816
169,122.97252202314655
170,153.49340332948046
171,152.76323702978829
172,156.5238494350746
173,182.62766062735218
174,159.23353952002793
175,213.02577884223044
176,161.94837822889593
177,242.8148440441956
178,164.89523895994856
179,273.4648007827469
180,167.4720219914943
181,304.12690729424827
182,168.51786229283908
183,337.64268109061624
184,169.09420859310174
185,371.7892469212628
186,168.5581364993199
187,406.6169053989353
188,167.02567943404594
189,438.7433596977111
190,166.5131829930033
191,470.9999999999777
192,170.16320430292382
193,0.9999999998855701
194,173.20059000214317
195,31.30668402051504
196,176.86363742386828
197,60.86018222698526
198,180.245805757571
199,91.0078361255151
200,183.7174661112521
201,120.05216799324319
202,186.69842763475742
203,149.53808861067552
204,189.4060181631547
205,179.3438267632934
206,192.5013987875352
207,210.12080993063904
208,194.27908667666682
209,239.44357068502808
210,195.56055358371893
211,270.7772164155356
212,198.006765012633
213,302.1998743968377
214,200.14941119516124
215,335.28534753680094
216,200.3792057592318
217,369.9378039539054
218,198.84169327629698
219,404.2019987880353
220,197.82009000393356
221,437.7692442426341
222,197.4408160284004
223,470.9999999999249
224,206.99773879946557
225,0.9999999997873311
226,207.57376664837088
227,29.719020635742517
228,208.41281134785814
229,57.95513521376565
230,211.61329375697838
231,88.2774457676853
232,214.89581031404668
233,117.21199067950596
234,218.15733205190782
235,147.07453886564767
236,221.578726959864
237,176.6506847995014
238,224.8413586086343
239,206.8291873382584
240,228.72322194850437
241,237.02001257269598
242,228.48847009325578
243,267.5103754356754
244,230.4647273226347
245,299.1962307405679
246,231.76400487075787
247,333.22382934194593
248,230.8595891627042
249,368.73819512719484
250,229.05215599510097
251,403.0653009965462
252,227.97353720809485
253,437.1309029302068
254,227.6115141859378
255,470.9999999998859
256,242.44636906343274
257,0.9999999997715138
258,242.38125753670488
259,28.500135002037993
260,241.67725188396753
261,55.50161769658736
262,243.00758246806254
263,85.03992655506552
264,246.4933401468884
265,114.40068797539601
266,250.54264636660957
267,144.6300441774812
268,253.41564591339665
269,173.46375830080254
270,256.97828600987947
271,203.99829079919527
272,260.12994012394887
273,234.99499340617322
274,260.94497637597834
275,264.2035260144434
276,262.49003455959894
277,296.98464693354765
278,262.8683462585946
279,331.61189881773095
280,260.57176244920686
281,367.3147072682823
282,258.5353541774185
283,402.1895510453221
284,257.41191250825574
285,436.6886486086826
286,257.0597060032136
287,470.99999999985295
288,278.0249454579392
289,0.9999999997435665
290,277.8262839249096
291,27.778841278031354
292,276.89737982413055
293,54.0808412132075
294,274.537177814457
295,82.00683960568031
296,278.9638371009188
297,111.25921888934579
298,280.7662245947714
299,141.7164910005135
300,283.9351698946898
301,171.88572823556734
302,287.9441517635148
303,201.3219046707771
304,292.083085683309
305,232.65513225370847
306,293.8259440755647
307,259.74258000905803
308,295.69252069604323
309,294.6523794243523
310,297.60262496353135
311,330.7669264835943
312,289.81772196407144
313,366.5700492709215
314,287.10752720600016
315,401.6887482729775
316,286.0806926973261
317,436.4337412119056
318,285.80498276427596
319,470.9999999998277
320,313.99999999986534
321,0.9999999998654836
322,313.99999999971817
323,27.533374880743988
324,313.9999999996703
325,53.57477045593904
326,313.999999999028
327,78.60185752723271
328,314.00000000008527
329,108.04632744775748
330,313.9999999986334
331,138.83422755902265
332,313.99999999487363
333,171.7603021367905
334,314.00000000034527
335,201.29653954262233
336,314.000000001281
337,234.93816249110466
338,314.00000000223025
339,265.72513703138407
340,314.000000001067
341,297.36804546387674
342,314.00000000118354
343,331.3319194404206
344,314.0000000003099
345,366.5083451223292
346,314.0000000002274
347,401.56089223427654
348,314.00000000019236
349,436.35718726318885
350,314.0000000000911
351,470.9999999999089
